Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Price
Suburban,Aseer,GMC,Automatic,Saudi,Semi Full,2004,5.3,135000,18500
Land Cruiser,Jeddah,Toyota,Automatic,Saudi,Full,2015,4.0,92000,165000
Elantra,Jeddah,Hyundai,Automatic,Saudi,Full,2020,2.0,44000,61000
ES,Al-Baha,Lexus,Automatic,Saudi,Standard,2009,3.6,300000,43000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.4,31000,35000
Corolla,Jeddah,Toyota,Automatic,Saudi,Standard,2020,1.6,109885,57000
S,Al-Medina,Mercedes,Automatic,Saudi,Full,2011,3.0,189,100000
Camargue,Dammam,Rolls-Royce,Automatic,Saudi,Full,1990,6.7,5000,500000
Hilux,Jazan,Toyota,Manual,Saudi,Full,2015,2.7,234000,56000
Sorento,Riyadh,Kia,Automatic,Saudi,Full,2015,3.5,116731,52000
Datsun,Dammam,Nissan,Manual,Saudi,Semi Full,2016,2.4,39000,52000
Pathfinder,Riyadh,Nissan,Automatic,Saudi,Semi Full,2013,3.5,127000,38000
Rav4,Riyadh,Toyota,Automatic,Saudi,Full,2016,2.0,216000,60000
M,Riyadh,INFINITI,Automatic,Saudi,Full,2007,4.5,303000,10000
Datsun,Aseer,Nissan,Manual,Saudi,Full,2015,2.4,28000,48000
Expedition,Al-Medina,Ford,Automatic,Saudi,Semi Full,2003,5.4,400000,5000
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2019,4.6,60000,240000
Escalade,Riyadh,Cadillac,Automatic,Saudi,Full,2009,6.2,219000,50000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,1.4,69000,34000
Furniture,Riyadh,Toyota,Automatic,Saudi,Standard,2013,2.7,350000,50000
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2018,1.6,90084,50000
CLA,Riyadh,Mercedes,Automatic,Other,Standard,2020,2.0,20000,235000
6,Jeddah,Mazda,Automatic,Saudi,Full,2019,2.5,50000,90000
Camry,Najran,Toyota,Manual,Other,Standard,2002,2.4,450000,14000
Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Standard,2012,5.3,297000,52000
Range Rover,Qassim,Land Rover,Automatic,Gulf Arabic,Semi Full,2015,5.0,103000,225000
Range Rover,Riyadh,Land Rover,Automatic,Saudi,Semi Full,2015,3.0,125000,165000
C,Jeddah,Mercedes,Automatic,Saudi,Full,2014,1.8,148925,79500
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,102113,39500
Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,2016,3.5,130000,56000
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2013,6.0,313000,35000
Defender,Jeddah,Land Rover,Automatic,Saudi,Full,2021,3.0,100,450000
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2018,1.6,103966,43500
Camry,Qassim,Toyota,Automatic,Gulf Arabic,Standard,2016,2.5,73000,61000
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Semi Full,2016,3.5,193000,45000
Corolla,Khobar,Toyota,Automatic,Saudi,Standard,2018,2.0,245000,41000
Accord,Riyadh,Honda,Automatic,Gulf Arabic,Semi Full,2016,2.4,80000,69000
Land Cruiser 70,Riyadh,Toyota,Manual,Saudi,Standard,1978,4.0,400000,18000
X,Riyadh,BMW,Automatic,Gulf Arabic,Full,2016,4.4,130341,161500
Yukon,Jeddah,GMC,Automatic,Other,Semi Full,2002,5.3,300000,10000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.6,91959,48500
Ciocca,Najran,Toyota,Automatic,Saudi,Semi Full,2016,5.7,117000,140000
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2018,5.7,42000,241000
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2013,6.0,124628,75000
Pajero,Dammam,Mitsubishi,Automatic,Saudi,Semi Full,2017,3.5,159000,55000
Hilux,Jeddah,Toyota,Manual,Saudi,Standard,2016,2.7,155000,75000
Daily,Riyadh,Iveco,Manual,Saudi,Standard,2018,3.0,116000,92000
Malibu,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2017,2.5,176000,49000
Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Standard,2017,5.3,136517,107000
Yukon,Riyadh,GMC,Automatic,Saudi,Full,2013,5.3,206000,90000
Range Rover,Riyadh,Land Rover,Automatic,Gulf Arabic,Full,2020,5.0,36000,540000
Yukon,Riyadh,GMC,Automatic,Saudi,Full,2008,5.3,382000,45000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Full,2018,2.4,135000,58000
Terrain,Jeddah,GMC,Automatic,Saudi,Semi Full,2013,2.4,90000,35000
Patrol,Al-Medina,Nissan,Manual,Saudi,Standard,1999,1.6,600,16000
LX,Jeddah,Lexus,Automatic,Saudi,Full,2018,5.7,95000,355000
Nitro,Riyadh,Dodge,Automatic,Saudi,Full,2011,3.7,230000,17000
Yaris,Dammam,Toyota,Automatic,Saudi,Standard,2019,1.5,70000,39000
LS,Taef,Lexus,Automatic,Saudi,Full,2012,1.8,150000,95000
Innova,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2016,2.7,190000,65000
CX9,Jeddah,Mazda,Automatic,Saudi,Full,2015,2.5,115000,82000
Pilot,Jeddah,Honda,Automatic,Saudi,Semi Full,2016,1.6,103000,85000
ES,Jazan,Lexus,Automatic,Saudi,Standard,2021,2.5,13500,172500
S,Riyadh,Mercedes,Automatic,Gulf Arabic,Full,2015,3.0,53000,260000
LX,Abha,Lexus,Automatic,Saudi,Full,2014,5.7,342,150000
Land Cruiser 70,Dammam,Toyota,Manual,Saudi,Standard,1983,3.8,300000,14000
Land Cruiser,Dammam,Toyota,Automatic,Gulf Arabic,Semi Full,2001,4.6,390000,35000
Innova,Jeddah,Toyota,Automatic,Saudi,Full,2017,2.7,130000,67000
Yukon,Jeddah,GMC,Automatic,Saudi,Standard,2011,8.0,320000,50000
Yukon,Al-Ahsa,GMC,Automatic,Saudi,Full,2014,6.2,36000,95000
Victoria,Aseer,Ford,Automatic,Saudi,Standard,2002,4.6,368000,10000
Odyssey,Riyadh,Honda,Automatic,Gulf Arabic,Standard,2016,2.4,87000,65000
Camry,Dammam,Toyota,Manual,Saudi,Full,2010,2.4,390000,20000
Avalon,Riyadh,Toyota,Automatic,Saudi,Standard,2015,3.5,249539,77500
Patrol,Dammam,Nissan,Automatic,Saudi,Semi Full,2014,5.6,200000,105000
The 7,Dammam,BMW,Automatic,Other,Full,1989,5.0,176000,33000
RX,Jeddah,Lexus,Automatic,Saudi,Full,2015,3.5,49000,123000
RX,Riyadh,Lexus,Automatic,Saudi,Full,2016,3.5,104000,148000
Wrangler,Riyadh,Jeep,Automatic,Gulf Arabic,Full,2017,3.6,42000,110000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2019,2.4,78000,62000
Prado,Dammam,Toyota,Automatic,Saudi,Semi Full,2016,4.0,97000,119000
Accent,Al-Ahsa,Hyundai,Automatic,Saudi,Semi Full,2018,1.4,95000,41000
XJ,Jeddah,Jaguar,Automatic,Saudi,Full,2015,3.0,57000,180000
Land Cruiser,Dammam,Toyota,Automatic,Gulf Arabic,Full,2021,4.6,10000,290000
Accord,Al-Ahsa,Honda,Automatic,Saudi,Full,2016,3.5,183000,67000
CS75,Riyadh,Changan,Automatic,Saudi,Full,2019,1.8,83425,51500
Camry,Riyadh,Toyota,Automatic,Gulf Arabic,Standard,2020,2.5,4443,84500
Senta fe,Aseer,Hyundai,Automatic,Saudi,Semi Full,2016,3.3,255000,51000
3,Dammam,Mazda,Automatic,Gulf Arabic,Standard,2016,1.6,165000,45000
G80,Riyadh,Genesis,Automatic,Saudi,Semi Full,2018,3.8,127000,93000
Innova,Riyadh,Toyota,Automatic,Saudi,Full,2015,2.7,195000,52000
G80,Riyadh,Genesis,Automatic,Saudi,Semi Full,2016,3.8,165061,85500
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,103000,31000
Explorer,Al-Medina,Ford,Automatic,Saudi,Standard,2010,6.0,244,17500
Mohave,Al-Ahsa,Kia,Automatic,Saudi,Full,2014,3.8,200350,40000
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2019,2.5,124004,65000
Land Cruiser,Jeddah,Toyota,Automatic,Saudi,Full,2018,5.7,126000,260000
ES,Yanbu,Lexus,Automatic,Saudi,Full,2019,2.5,62000,195000
Azera,Dammam,Hyundai,Automatic,Saudi,Full,2015,3.0,272783,36000
X,Riyadh,BMW,Automatic,Saudi,Full,2015,3.0,98000,150000
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2016,5.4,109000,72000
LX,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2020,5.7,455000,455000
Elantra,Riyadh,Hyundai,Manual,Other,Semi Full,2011,2.0,290,12000
Avalon,Khobar,Toyota,Automatic,Saudi,Standard,2019,3.5,47000,116000
Taurus,Dammam,Ford,Automatic,Other,Full,2015,3.5,112000,81000
Prado,Dammam,Toyota,Automatic,Saudi,Semi Full,2020,4.0,17000,173000
The 7,Abha,BMW,Automatic,Saudi,Full,2003,2.0,106000,34000
Passat,Jeddah,Volkswagen,Automatic,Saudi,Semi Full,2012,2.5,216000,22000
Camaro,Dammam,Chevrolet,Automatic,Other,Full,2018,3.6,118000,119000
Rav4,Dammam,Toyota,Automatic,Saudi,Standard,2012,2.5,234000,30000
E,Makkah,Mercedes,Automatic,Saudi,Full,2020,2.0,10000,285000
Cerato,Jazan,Kia,Automatic,Saudi,Semi Full,2015,1.6,190000,33000
KICKS,Riyadh,Nissan,Automatic,Saudi,Semi Full,2020,1.6,200,66000
S,Dammam,Mercedes,Automatic,Other,Semi Full,2007,3.0,200000,75000
Cayenne,Riyadh,Porsche,Automatic,Saudi,Full,2019,3.6,36000,360000
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2013,5.3,200000,55000
Hilux,Riyadh,Toyota,Automatic,Saudi,Full,2021,2.4,4000,158500
Expedition,Al-Medina,Ford,Automatic,Other,Full,2007,3.0,423000,29000
Furniture,Al-Ahsa,Toyota,Automatic,Unknown,Semi Full,2017,2.7,70000,75000
Marquis,Taef,Ford,Automatic,Saudi,Semi Full,2008,4.6,380000,15000
Sonata,Aseer,Hyundai,Automatic,Saudi,Semi Full,2018,2.4,72000,65000
Range Rover,Al-Medina,Land Rover,Automatic,Saudi,Full,2010,5.0,188000,62000
Impala,Riyadh,Chevrolet,Automatic,Gulf Arabic,Standard,2016,3.5,114000,65000
Cruze,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2014,1.8,135020,24000
Corolla,Tabouk,Toyota,Automatic,Saudi,Full,2015,1.6,90000,45000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Full,2019,2.4,5400,78000
Avalon,Jeddah,Toyota,Automatic,Saudi,Full,2020,3.5,33000,164000
Malibu,Qassim,Chevrolet,Automatic,Saudi,Standard,2018,2.0,135000,46500
Sunny,Dammam,Nissan,Automatic,Saudi,Standard,2018,1.5,99000,26000
ES,Riyadh,Lexus,Automatic,Saudi,Full,2020,3.5,33000,210000
C,Dammam,Mercedes,Automatic,Gulf Arabic,Full,2016,2.0,129000,134000
Sportage,Riyadh,Kia,Automatic,Saudi,Standard,2019,1.6,69358,60500
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.6,120000,30000
Tahoe,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2020,5.7,99000,145000
S,Riyadh,Mercedes,Automatic,Saudi,Full,2014,3.0,90000,220000
Yukon,Dammam,GMC,Automatic,Saudi,Full,2014,5.3,327000,77000
Elantra,Riyadh,Hyundai,Automatic,Other,Standard,2016,1.6,55000,48000
Mini Van,Riyadh,Foton,Manual,Gulf Arabic,Standard,2017,2.7,145000,39500
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2014,5.4,150000,52000
Tucson,Jeddah,Hyundai,Automatic,Saudi,Standard,2018,2.0,120000,62000
Camry,Riyadh,Toyota,Automatic,Unknown,Standard,2010,2.5,400000,22000
LX,Dammam,Lexus,Automatic,Saudi,Full,2020,5.7,30000,468000
Patrol,Abha,Nissan,Manual,Saudi,Standard,1978,4.0,30000,28000
Escalade,Riyadh,Cadillac,Automatic,Other,Semi Full,2007,8.0,166000,48000
Silverado,Dammam,Chevrolet,Automatic,Other,Full,1985,5.3,200,30000
The 7,Riyadh,BMW,Automatic,Saudi,Semi Full,2018,3.6,36000,230000
Avalon,Aseer,Toyota,Automatic,Saudi,Full,2012,3.5,225000,75000
Land Cruiser,Qassim,Toyota,Automatic,Saudi,Full,2012,8.0,228000,112000
Sorento,Jubail,Kia,Automatic,Saudi,Full,2015,3.8,167160,43000
Hiace,Dammam,Toyota,Manual,Saudi,Standard,2015,2.7,178000,60000
Tucson,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,2.0,200000,39000
300,Al-Ahsa,Chrysler,Automatic,Other,Full,2014,5.7,188000,57000
GL,Dammam,Mercedes,Automatic,Saudi,Full,2014,4.6,139000,135000
Mustang,Makkah,Ford,Automatic,Saudi,Full,2007,4.6,195,27000
Taurus,Dammam,Ford,Automatic,Other,Semi Full,2017,3.5,61000,73000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020,2.5,22000,85000
VTC,Al-Ahsa,Nissan,Manual,Saudi,Standard,2015,4.8,340000,49000
Silverado,Khobar,Chevrolet,Automatic,Gulf Arabic,Full,2019,5.3,77000,185000
Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2016,3.5,103000,83000
LX,Riyadh,Lexus,Automatic,Saudi,Full,2018,1.0,105000,355000
FJ,Dammam,Toyota,Automatic,Saudi,Semi Full,2015,4.0,110000,115000
Grand Cherokee,Al-Ahsa,Jeep,Automatic,Other,Full,2011,5.7,266000,36000
Hilux,Riyadh,Toyota,Manual,Gulf Arabic,Semi Full,2020,2.7,15000,105000
Senta fe,Khobar,Hyundai,Automatic,Saudi,Full,2015,3.3,246000,60000
Land Cruiser,Aseer,Toyota,Automatic,Saudi,Full,2011,4.6,434,85000
IS,Dammam,Lexus,Automatic,Other,Full,2015,3.5,132000,106000
Elantra,Jeddah,Hyundai,Automatic,Saudi,Standard,2018,1.6,144000,45000
Land Cruiser,Al-Ahsa,Toyota,Automatic,Saudi,Full,2015,4.7,137000,150000
Camry,Dammam,Toyota,Automatic,Saudi,Standard,2017,2.5,380000,43000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Full,2016,2.0,4000,48000
Grand Cherokee,Abha,Jeep,Automatic,Saudi,Standard,2014,5.7,233000,50000
S,Taef,Mercedes,Automatic,Gulf Arabic,Full,2015,1.8,113,240000
Sunny,Al-Medina,Nissan,Automatic,Saudi,Standard,2019,1.5,89000,29000
Innova,Dammam,Toyota,Automatic,Saudi,Semi Full,2016,2.7,179600,51000
Hilux,Dammam,Toyota,Manual,Gulf Arabic,Standard,2016,2.7,97173,64000
Land Cruiser,Al-Medina,Toyota,Manual,Other,Semi Full,1993,4.6,196671,30000
Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2007,5.3,359000,38000
CX9,Riyadh,Mazda,Automatic,Saudi,Full,2015,3.7,217162,68500
Furniture,Riyadh,Toyota,Automatic,Saudi,Full,2019,3.5,40000,120000
Previa,Riyadh,Toyota,Automatic,Other,Standard,2009,1.7,400000,15000
X,Qassim,BMW,Automatic,Other,Full,2020,4.0,1000,410000
Accord,Dammam,Honda,Automatic,Gulf Arabic,Full,2019,1.5,8200,107000
Camry,Qassim,Toyota,Automatic,Saudi,Full,2017,2.5,253641,62000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.4,70676,59500
VTC,Dammam,Nissan,Manual,Saudi,Semi Full,2000,4.8,490000,30000
GS,Riyadh,Lexus,Automatic,Gulf Arabic,Semi Full,2019,3.5,62000,170000
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2017,2.5,167000,80000
Suburban,Aseer,GMC,Automatic,Saudi,Semi Full,2000,6.0,128000,80000
Innova,Jeddah,Toyota,Automatic,Saudi,Semi Full,2018,2.0,99000,64000
S300,Jeddah,Chrysler,Automatic,Other,Semi Full,2015,3.6,106000,75000
RX8,Aseer,MG,Automatic,Saudi,Full,2021,2.0,4000,105000
Camry,Riyadh,Toyota,Automatic,Saudi,Semi Full,2006,2.4,240000,20000
Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Full,2010,5.3,250000,55000
Land Cruiser,Dammam,Toyota,Automatic,Gulf Arabic,Full,2019,4.6,6000,267000
Cadenza,Riyadh,Kia,Automatic,Saudi,Semi Full,2021,3.5,32031,111500
Echo Sport,Riyadh,Ford,Automatic,Saudi,Standard,2016,1.5,217000,25000
LX,Taef,Lexus,Automatic,Saudi,Full,2014,5.0,100000,320000
Datsun,Makkah,Nissan,Manual,Saudi,Standard,2015,1.9,142000,39000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,2.0,280,33000
Mustang,Dammam,Ford,Automatic,Other,Full,2016,2.3,84000,97000
Azera,Riyadh,Hyundai,Automatic,Saudi,Full,2018,3.5,50000,85000
Impala,Riyadh,Chevrolet,Automatic,Saudi,Standard,2018,3.6,110519,58500
S,Dammam,Mercedes,Automatic,Saudi,Semi Full,2018,3.0,590,390000
Land Cruiser 70,Aseer,Toyota,Manual,Saudi,Full,2019,4.0,26000,130000
3,Riyadh,MG,Manual,Saudi,Standard,2013,1.3,41000,15000
Grand Cherokee,Jubail,Jeep,Automatic,Saudi,Semi Full,2014,5.7,175000,70000
Range Rover,Al-Medina,Land Rover,Automatic,Saudi,Full,2017,5.2,77000,275000
Gran Max,Riyadh,Daihatsu,Manual,Saudi,Standard,2014,1.5,254000,25000
Furniture,Jeddah,Toyota,Automatic,Saudi,Standard,2014,2.7,127000,57000
Camry,Jeddah,Toyota,Automatic,Saudi,Standard,2010,2.4,255,33500
Land Cruiser 70,Riyadh,Toyota,Manual,Gulf Arabic,Semi Full,2016,4.0,177000,90000
Camry,Al-Ahsa,Toyota,Automatic,Saudi,Full,2016,2.5,300000,50000
Yukon,Makkah,GMC,Automatic,Saudi,Full,2007,4.7,300000,35000
E,Riyadh,Mercedes,Automatic,Other,Standard,2019,2.0,38000,216000
Pegas,Riyadh,Kia,Automatic,Saudi,Standard,2020,1.4,5300,37500
FJ,Riyadh,Toyota,Automatic,Saudi,Full,2015,1.0,190000,98000
Cayenne,Khobar,Porsche,Automatic,Saudi,Standard,2016,3.6,121,160000
Camry,Makkah,Toyota,Manual,Saudi,Full,2008,2.4,360000,19000
Cores,Jeddah,Kia,Automatic,Saudi,Full,2014,3.5,81000,78000
Hilux,Riyadh,Toyota,Manual,Saudi,Standard,2015,2.7,300000,75000
Traverse,Jeddah,Chevrolet,Automatic,Saudi,Standard,2010,3.6,219,22000
Grand Vitara,Riyadh,Suzuki,Manual,Saudi,Semi Full,2013,2.0,16000,35000
FX,Jeddah,INFINITI,Automatic,Gulf Arabic,Full,2012,5.3,235000,59500
Attrage,Jazan,Mitsubishi,Automatic,Saudi,Semi Full,2021,1.2,3000,35000
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2012,2.1,215000,25500
Patrol,Tabouk,Nissan,Manual,Gulf Arabic,Standard,2013,4.0,200,80000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,102000,27500
Charger,Makkah,Dodge,Automatic,Gulf Arabic,Standard,2021,3.5,1700,110000
Sentra,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.6,64000,36500
Accent,Jeddah,Hyundai,Automatic,Saudi,Standard,2019,1.4,72000,36500
Hilux,Aseer,Toyota,Manual,Saudi,Semi Full,2009,2.7,426000,32000
A8,Riyadh,Audi,Automatic,Other,Full,2015,3.0,9400,110000
Yaris,Jeddah,Toyota,Automatic,Saudi,Semi Full,2016,1.5,155000,32000
Tucson,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,2.0,157000,50000
L300,Riyadh,Mitsubishi,Manual,Saudi,Standard,2014,2.0,120000,23000
Range Rover,Al-Medina,Land Rover,Automatic,Saudi,Full,2009,5.0,214000,85000
H1,Al-Medina,Hyundai,Automatic,Saudi,Semi Full,2015,2.4,131000,42000
Patrol,Dammam,Nissan,Manual,Saudi,Standard,2006,4.0,106000,37000
Aveo,Riyadh,Chevrolet,Automatic,Saudi,Standard,2017,1.5,118000,20000
Camry,Dammam,Toyota,Manual,Saudi,Standard,2001,2.5,439000,12000
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2017,2.5,190144,54000
CLS,Jeddah,Mercedes,Automatic,Saudi,Full,2014,3.5,88000,110000
A6,Al-Medina,Audi,Automatic,Saudi,Semi Full,2018,3.0,92000,88000
Carnival,Dammam,Kia,Automatic,Saudi,Semi Full,2016,3.3,243000,46000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,69000,35000
Hilux,Riyadh,Toyota,Manual,Gulf Arabic,Semi Full,2020,2.7,27000,104500
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2011,4.7,140000,110000
GL,Makkah,Mercedes,Automatic,Saudi,Full,2015,5.0,32000,183000
Accent,Qassim,Hyundai,Manual,Saudi,Semi Full,2010,1.2,198,12000
D-MAX,Riyadh,Isuzu,Manual,Saudi,Standard,2018,2.5,39000,72000
Yaris,Riyadh,Toyota,Automatic,Saudi,Standard,2018,1.5,62000,35000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,93239,40500
Charger,Riyadh,Dodge,Automatic,Saudi,Standard,2015,3.6,54300,63000
Explorer,Riyadh,Ford,Automatic,Other,Full,2013,3.5,111251,74000
Hilux,Al-Namas,Toyota,Manual,Saudi,Full,2013,2.7,186,70000
Carnival,Riyadh,Kia,Automatic,Gulf Arabic,Semi Full,2017,3.8,77000,58000
Expedition,Riyadh,Ford,Automatic,Gulf Arabic,Semi Full,2014,5.4,204000,45000
Patrol,Riyadh,Nissan,Automatic,Saudi,Full,2015,5.6,228000,130000
Pathfinder,Jeddah,Nissan,Automatic,Saudi,Standard,2014,3.5,24000,50000
Coaster,Dammam,Toyota,Manual,Saudi,Standard,2014,3.0,195000,75000
Taurus,Jeddah,Ford,Automatic,Saudi,Full,2015,6.3,113220,82500
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Full,2012,5.3,281,65000
Accord,Jeddah,Honda,Automatic,Saudi,Full,2012,3.5,225000,32000
Hilux,Jeddah,Toyota,Manual,Gulf Arabic,Semi Full,2017,2.7,18000,77000
Discovery,Dammam,Land Rover,Automatic,Saudi,Full,2018,2.0,500,240000
Land Cruiser,Riyadh,Toyota,Manual,Saudi,Full,2003,4.6,395735,55000
Optima,Riyadh,Kia,Automatic,Saudi,Semi Full,2015,2.4,173588,36500
Duster,Dammam,Renault,Automatic,Saudi,Standard,2016,2.0,157000,18000
LX,Makkah,Lexus,Automatic,Saudi,Full,2012,5.7,309,150000
Hilux,Riyadh,Toyota,Manual,Gulf Arabic,Full,2014,2.4,290000,40000
Cruze,Jeddah,Chevrolet,Automatic,Other,Full,2016,1.6,136000,25000
The 7,Riyadh,BMW,Automatic,Gulf Arabic,Full,2017,1.4,90000,165000
Yukon,Riyadh,GMC,Automatic,Saudi,Full,2016,6.2,152000,122000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.4,49000,65000
Traverse,Riyadh,Chevrolet,Automatic,Unknown,Standard,2014,3.6,195000,42000
Victoria,Makkah,Ford,Automatic,Other,Semi Full,2011,4.6,150000,38000
Avalon,Makkah,Toyota,Automatic,Saudi,Full,2011,3.5,150000,58000
The 7,Riyadh,BMW,Automatic,Gulf Arabic,Full,2017,2.0,87000,175000
Corolla,Aseer,Toyota,Automatic,Saudi,Standard,2017,1.6,110,46000
Optima,Riyadh,Kia,Automatic,Saudi,Semi Full,2016,2.4,190000,42000
Prado,Al-Ahsa,Toyota,Automatic,Gulf Arabic,Full,2017,4.0,140000,125000
Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2013,5.4,145000,38000
RX5,Riyadh,MG,Automatic,Saudi,Full,2020,2.0,7855,65500
Suburban,Riyadh,Chevrolet,Automatic,Other,Semi Full,2001,5.3,500000,15000
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2017,2.5,109862,59500
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2018,2.0,78508,65000
Blazer,Riyadh,Chevrolet,Automatic,Saudi,Standard,2006,3.6,457000,10000
Montero2,Jeddah,Mercury,Automatic,Saudi,Semi Full,2006,6.0,394360,15000
Impala,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2015,3.6,145462,55000
GS,Riyadh,Lexus,Automatic,Saudi,Semi Full,2013,3.5,287000,85000
Datsun,Riyadh,Nissan,Automatic,Saudi,Semi Full,2016,2.7,109766,50500
Camry,Jeddah,Toyota,Manual,Saudi,Full,2001,4.0,350000,25000
Taurus,Dammam,Ford,Automatic,Saudi,Standard,2018,3.5,65000,76000
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2018,3.5,80000,95000
Odyssey,Dammam,Honda,Automatic,Saudi,Standard,2015,3.5,192000,58000
Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,2016,3.3,145000,63000
APV,Dammam,Suzuki,Manual,Saudi,Standard,2016,1.6,329000,28000
Victoria,Riyadh,Ford,Automatic,Saudi,Semi Full,2010,3.5,280000,26000
Hiace,Dammam,Toyota,Manual,Saudi,Standard,2017,2.7,223000,77000
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2017,2.4,133000,48000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,2.4,20000,36000
Yaris,Riyadh,Toyota,Automatic,Saudi,Full,2014,1.5,375000,24000
Camry,Hafar Al-Batin,Toyota,Automatic,Saudi,Full,2013,2.5,410000,40000
Escalade,Dammam,Cadillac,Automatic,Gulf Arabic,Semi Full,2016,6.2,130000,180000
A6,Riyadh,Audi,Automatic,Saudi,Semi Full,2013,3.0,74924,71500
Maxima,Riyadh,Nissan,Automatic,Gulf Arabic,Semi Full,2014,3.5,180,40000
Cressida,Aseer,Toyota,Manual,Other,Standard,1993,2.2,49500,9500
Navigator,Khobar,Lincoln,Automatic,Gulf Arabic,Full,2008,5.7,532000,35000
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2006,3.6,380000,5000
Victoria,Najran,Ford,Automatic,Saudi,Full,2011,4.6,128,48000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.5,69000,28000
Innova,Dammam,Toyota,Automatic,Saudi,Standard,2020,2.7,50000,83000
Cadenza,Tabouk,Kia,Automatic,Gulf Arabic,Full,2016,3.3,100,77000
Hilux,Dammam,Toyota,Manual,Saudi,Full,2016,2.7,28000,95000
Odyssey,Riyadh,Honda,Automatic,Saudi,Full,2016,6.0,189000,57000
Yaris,Riyadh,Toyota,Automatic,Saudi,Standard,2019,1.5,33504,38000
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,114000,32000
Impala,Al-Ahsa,Chevrolet,Automatic,Other,Full,2015,3.6,169000,72000
Ciocca,Qassim,Toyota,Automatic,Saudi,Semi Full,2014,1.6,28000,75000
Pajero,Al-Medina,Mitsubishi,Automatic,Gulf Arabic,Full,2016,3.8,200,60000
Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2008,1.6,250000,22000
FJ,Dammam,Toyota,Automatic,Saudi,Semi Full,2017,4.0,127000,117000
The 5,Jeddah,BMW,Automatic,Saudi,Semi Full,2015,2.0,89000,80000
Sonata,Aseer,Hyundai,Automatic,Saudi,Semi Full,2011,2.4,450,18000
