Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Negotiable,Price
Silverado,Riyadh,Chevrolet,Automatic,Gulf Arabic,Full,2010,5.3,228,False,29000
Cruze,Taef,Chevrolet,Automatic,Saudi,Standard,2013,1.8,120000,False,18000
Pajero,Riyadh,Mitsubishi,Automatic,Gulf Arabic,Semi Full,2016,3.5,209000,False,50000
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2013,5.2,201866,False,57000
Escalade,Khobar,Cadillac,Automatic,Other,Full,2007,6.2,273000,False,39000
Duster,Dammam,Renault,Automatic,Saudi,Full,2019,1.6,27000,False,54000
Yaris,Aseer,Toyota,Automatic,Saudi,Standard,2017,1.5,250000,False,26000
Cruze,Jeddah,Chevrolet,Automatic,Saudi,Semi Full,2012,1.8,12300,True,0
LS,Riyadh,Lexus,Automatic,Saudi,Full,2011,4.6,149000,True,0
Passat,Jeddah,Volkswagen,Automatic,Gulf Arabic,Full,2015,2.5,90000,False,55000
H6,Riyadh,HAVAL,Automatic,Saudi,Full,2020,2.0,16000,False,72000
Yaris,Riyadh,Toyota,Automatic,Saudi,Standard,2017,1.5,140000,True,0
Avalon,Aseer,Toyota,Automatic,Saudi,Full,2013,3.5,169000,False,75000
Camry,Jeddah,Toyota,Automatic,Saudi,Standard,2019,2.5,62000,False,1595
NX,Jeddah,Lexus,Automatic,Saudi,Full,2020,2.0,4100,False,170000
Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2013,5.4,300000,False,49500
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2019,4.6,33700,True,0
Yaris,Al-Medina,Toyota,Automatic,Saudi,Standard,2016,1.5,160,False,26500
Dyna,Tabouk,Isuzu,Manual,Saudi,Semi Full,2008,3.0,130,True,0
Elantra,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2019,2.0,55000,False,60000
F150,Qassim,Ford,Automatic,Saudi,Full,2013,6.5,419000,True,0
Fluence,Riyadh,Renault,Automatic,Saudi,Semi Full,2015,1.6,116633,False,25500
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2014,5.4,263000,False,48000
CX9,Riyadh,Mazda,Automatic,Saudi,Full,2019,2.5,65000,True,0
Land Cruiser,Makkah,Toyota,Automatic,Saudi,Full,2013,4.6,254,True,0
Grand Cherokee,Tabouk,Jeep,Automatic,Gulf Arabic,Full,2013,6.4,136000,False,85000
Camry,Jeddah,Toyota,Automatic,Saudi,Standard,2020,2.5,25000,False,95000
Innova,Riyadh,Toyota,Automatic,Saudi,Standard,2015,2.7,452000,True,0
Panamera,Dammam,Porsche,Automatic,Saudi,Full,2011,3.0,113000,False,99000
VTC,Dammam,Nissan,Automatic,Saudi,Standard,2016,4.0,112000,False,106000
C,Dammam,Mercedes,Automatic,Gulf Arabic,Full,2018,2.0,57000,False,167000
Platinum,Riyadh,Genesis,Automatic,Saudi,Semi Full,2016,3.5,179000,False,82000
Yaris,Al-Jouf,Toyota,Automatic,Saudi,Semi Full,2016,1.5,130000,False,30000
Accord,Al-Medina,Honda,Automatic,Saudi,Semi Full,2017,2.4,80000,True,0
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,72418,False,27500
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,48511,False,40000
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2017,2.5,61000,False,77000
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2015,1.3,200000,False,25000
Range Rover,Al-Medina,Land Rover,Automatic,Saudi,Full,2017,3.0,72500,False,295000
Expedition,Aseer,Ford,Automatic,Saudi,Semi Full,2021,1.6,2500,False,207000
Wrangler,Jazan,Jeep,Automatic,Saudi,Standard,2019,3.6,79000,False,140000
Elantra,Jeddah,Hyundai,Automatic,Saudi,Standard,2020,2.0,10000,False,63000
Edge,Riyadh,Ford,Automatic,Saudi,Standard,2016,3.6,197000,False,62000
Taurus,Qassim,Ford,Automatic,Saudi,Standard,2015,3.5,253000,True,0
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Standard,2019,5.3,55700,True,0
Copper,Riyadh,MINI,Manual,Saudi,Full,2018,2.0,59000,False,85000
Camry,Sabya,Toyota,Manual,Saudi,Full,2008,2.5,500000,True,0
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2006,4.5,199000,False,77000
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2011,5.3,206000,False,37000
Corolla,Riyadh,Toyota,Manual,Saudi,Standard,2005,1.3,801500,False,14000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,2.4,140000,True,0
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,131099,False,36500
Wrangler,Makkah,Jeep,Automatic,Saudi,Full,2014,3.6,88000,False,89000
Expedition,Jeddah,Ford,Automatic,Saudi,Semi Full,2013,5.4,316,True,0
Soul,Riyadh,Kia,Automatic,Saudi,Semi Full,2016,2.0,142000,True,0
Compass,Riyadh,Jeep,Automatic,Saudi,Full,2011,2.4,245000,False,24000
Pajero,Hafar Al-Batin,Mitsubishi,Automatic,Saudi,Full,2007,3.5,300000,True,0
Accord,Qassim,Honda,Automatic,Saudi,Semi Full,2016,2.4,15000,False,65000
Innova,Jeddah,Toyota,Automatic,Saudi,Full,2017,2.7,247000,False,55000
Victoria,Najran,Ford,Automatic,Other,Standard,2003,4.6,280000,True,0
Tucson,Jeddah,Hyundai,Automatic,Gulf Arabic,Standard,2015,2.0,66000,False,47000
Q5,Jeddah,Audi,Automatic,Saudi,Full,2012,2.0,339,False,31000
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2015,2.5,130020,False,56500
Rio,Riyadh,Kia,Automatic,Saudi,Standard,2016,1.4,272232,False,26500
Hilux,Dammam,Toyota,Manual,Saudi,Standard,2016,2.7,213557,False,63000
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2018,3.5,180,True,0
CX9,Qassim,Mazda,Automatic,Saudi,Full,2015,2.5,62000,False,76000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,2.4,100000,False,52000
Hiace,Qassim,Toyota,Manual,Gulf Arabic,Standard,2016,2.7,146000,False,55000
G80,Riyadh,Genesis,Automatic,Saudi,Semi Full,2020,3.8,11000,False,125000
Civic,Jeddah,Honda,Automatic,Other,Semi Full,2006,1.6,305000,True,0
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2013,5.7,222816,False,153500
Prado,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2018,4.0,39000,False,131500
Suburban,Jeddah,Chevrolet,Automatic,Other,Semi Full,2001,3.8,290000,True,0
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2019,1.5,80000,False,35500
Copper,Riyadh,MINI,Automatic,Gulf Arabic,Full,2016,2.0,42000,False,95000
Sportage,Jeddah,Kia,Automatic,Saudi,Standard,2019,1.6,46000,False,65000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,96341,False,26000
Hilux,Riyadh,Toyota,Manual,Saudi,Full,2020,2.4,24000,False,120000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,13081,False,38000
Taurus,Makkah,Ford,Automatic,Other,Semi Full,2013,3.5,250,True,0
Grand Marquis,Dammam,Mercury,Automatic,Saudi,Semi Full,2011,4.6,300000,False,27000
Impala,Qassim,Chevrolet,Manual,Gulf Arabic,Standard,2016,3.0,88000,False,61000
Datsun,Besha,Nissan,Manual,Saudi,Full,2013,2.4,202702,True,0
Furniture,Riyadh,Toyota,Automatic,Saudi,Semi Full,2014,4.0,497480,True,0
Rav4,Riyadh,Toyota,Automatic,Saudi,Standard,2018,2.5,82000,False,71000
Sorento,Riyadh,Kia,Automatic,Saudi,Full,2016,3.5,93914,False,68500
Pathfinder,Dammam,Nissan,Automatic,Saudi,Semi Full,2005,3.5,308,False,13000
Malibu,Jeddah,Chevrolet,Automatic,Saudi,Full,2011,3.6,299,True,0
LS,Riyadh,Lexus,Automatic,Saudi,Full,2008,8.0,383000,True,0
Elantra,Dammam,Hyundai,Automatic,Saudi,Standard,2020,2.0,132000,False,53000
UX,Jeddah,Lexus,Automatic,Saudi,Standard,2019,2.0,45000,False,130000
LX,Riyadh,Lexus,Automatic,Other,Full,2004,4.7,274000,False,65000
Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2013,5.3,165000,True,0
Azera,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,3.0,61294,False,76500
Suburban,Dammam,Chevrolet,Automatic,Saudi,Standard,2015,5.3,201000,False,105000
Sonata,Riyadh,Hyundai,Automatic,Gulf Arabic,Standard,2015,2.4,80000,False,45000
CS75,Dammam,Changan,Automatic,Saudi,Full,2020,1.8,11000,False,70000
H9,Qassim,HAVAL,Automatic,Saudi,Full,2021,2.0,508,True,0
Land Cruiser,Jeddah,Toyota,Automatic,Gulf Arabic,Full,2017,5.7,120000,False,225000
Accord,Riyadh,Honda,Automatic,Saudi,Semi Full,2017,2.5,173000,False,68000
Camry,Dammam,Toyota,Automatic,Saudi,Standard,2014,2.4,183000,False,34000
FJ,Taef,Toyota,Automatic,Saudi,Full,2012,4.0,348,False,65000
H1,Al-Ahsa,Hyundai,Automatic,Saudi,Semi Full,2017,2.4,245900,True,0
Victoria,Jeddah,Ford,Automatic,Saudi,Full,2011,1.2,60000,False,55000
F-Pace,Jeddah,Jaguar,Automatic,Saudi,Full,2018,2.5,70000,False,145000
Tucson,Riyadh,Hyundai,Automatic,Saudi,Standard,2016,2.0,72000,False,54000
Coolray,Dammam,Geely,Automatic,Saudi,Semi Full,2020,1.5,280,False,62000
E,Jeddah,Mercedes,Automatic,Gulf Arabic,Full,2016,2.1,43000,False,125000
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2019,4.6,63000,False,252000
Prado,Riyadh,Toyota,Automatic,Saudi,Full,2014,4.0,220,True,0
C,Jeddah,Mercedes,Automatic,Other,Full,2020,3.0,33000,False,235000
Cayenne,Jubail,Porsche,Automatic,Saudi,Full,2005,2.4,300000,True,0
Land Cruiser Pickup,Jubail,Toyota,Manual,Saudi,Semi Full,2015,4.0,260000,False,60000
Hilux,Tabouk,Toyota,Manual,Other,Full,2009,5.3,400,True,0
Innova,Riyadh,Toyota,Automatic,Gulf Arabic,Standard,2015,2.7,749000,False,46000
Maybach,Riyadh,Mercedes,Automatic,Saudi,Full,2019,6.0,29000,True,0
Yukon,Riyadh,GMC,Automatic,Other,Standard,2016,5.3,32000,True,0
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,2.4,171000,False,43000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.4,117000,False,33000
Furniture,Riyadh,Toyota,Automatic,Saudi,Full,2018,1.0,68000,False,125000
Picanto,Jeddah,Kia,Automatic,Saudi,Semi Full,2012,1.5,200000,True,0
Taurus,Aseer,Ford,Automatic,Saudi,Full,2015,3.5,214,True,0
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2018,3.5,111,False,66000
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,93000,False,35000
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2014,5.3,382000,False,60000
Range Rover,Riyadh,Land Rover,Automatic,Saudi,Full,2020,3.0,11500,False,510000
Cadenza,Riyadh,Kia,Automatic,Saudi,Full,2018,3.3,148884,False,65000
Taurus,Dammam,Ford,Automatic,Other,Full,2015,3.5,92000,False,72000
Pajero,Dammam,Mitsubishi,Automatic,Saudi,Standard,2016,3.5,84000,False,42000
Taurus,Abha,Ford,Automatic,Saudi,Standard,2015,3.5,279000,True,0
S,Riyadh,Mercedes,Automatic,Saudi,Full,2001,3.0,299,True,0
LX,Riyadh,Lexus,Automatic,Saudi,Full,2019,5.7,450000,True,0
Marquis,Riyadh,Ford,Automatic,Saudi,Semi Full,2009,4.6,140000,False,22000
Sonata,Jeddah,Hyundai,Automatic,Saudi,Standard,2019,2.4,106000,False,56000
Cerato,Jeddah,Kia,Automatic,Unknown,Standard,2012,1.6,265000,True,0
Wrangler,Jeddah,Jeep,Automatic,Gulf Arabic,Semi Full,2018,4.0,32000,False,129000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,128000,False,35000
Accent,Jeddah,Hyundai,Automatic,Saudi,Standard,2017,1.6,37000,True,0
Yukon,Riyadh,GMC,Automatic,Gulf Arabic,Semi Full,2016,5.3,63000,False,140000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020,2.5,47000,False,2314
CS85,Jeddah,Changan,Automatic,Saudi,Full,2021,2.0,2500,False,98000
Sierra,Makkah,GMC,Manual,Gulf Arabic,Standard,2002,1.4,252000,False,12500
CLS,Dammam,Mercedes,Automatic,Gulf Arabic,Full,2016,3.0,45000,False,168000
Wrangler,Riyadh,Jeep,Automatic,Saudi,Full,2019,3.6,16000,False,181000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,74000,True,0
Jimny,Riyadh,Suzuki,Manual,Saudi,Standard,2010,1.3,93000,False,14000
GC7,Taef,Geely,Automatic,Saudi,Full,2015,1.6,140000,False,15000
Datsun,Jeddah,Nissan,Manual,Saudi,Standard,2016,2.4,110014,True,0
Yukon,Arar,GMC,Automatic,Saudi,Standard,2015,5.3,170000,False,102000
Flex,Riyadh,Ford,Automatic,Saudi,Full,2013,3.5,71927,False,64000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.6,78781,False,47500
Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Standard,2017,5.3,176000,False,115000
Corolla,Abha,Toyota,Manual,Saudi,Standard,2013,1.4,400000,True,0
Patrol,Khobar,Nissan,Automatic,Saudi,Full,2016,4.0,183000,False,150000
Hiace,Riyadh,Toyota,Manual,Saudi,Standard,2017,2.7,143594,False,69000
Copper,Dammam,MINI,Automatic,Gulf Arabic,Full,2016,2.0,110000,False,83000
Camry,Al-Ahsa,Toyota,Manual,Saudi,Standard,2009,2.5,374000,False,25000
LX,Dammam,Lexus,Automatic,Saudi,Full,2014,5.7,160000,False,188000
Hilux,Riyadh,Toyota,Manual,Saudi,Full,2018,2.7,111000,False,63000
Suburban,Jeddah,Chevrolet,Automatic,Saudi,Standard,2012,5.3,220,False,65000
Maxima,Jeddah,Nissan,Automatic,Saudi,Semi Full,2011,3.5,355000,False,20000
Pajero,Dammam,Mitsubishi,Automatic,Gulf Arabic,Semi Full,2017,3.5,129000,False,65000
Expedition,Jeddah,Ford,Automatic,Saudi,Standard,2012,5.4,350000,False,30000
Accord,Riyadh,Honda,Automatic,Saudi,Full,2018,1.5,106,True,0
Sportage,Dammam,Kia,Automatic,Saudi,Full,2014,2.4,140000,False,45000
6,Jubail,Mazda,Automatic,Saudi,Standard,2019,2.5,143000,False,68000
360,Jeddah,MG,Automatic,Saudi,Full,2019,1.2,24000,False,36000
ES,Riyadh,Lexus,Automatic,Gulf Arabic,Standard,2016,3.5,45000,False,112000
Charger,Al-Medina,Dodge,Automatic,Saudi,Full,2013,5.7,198000,False,42000
Avalon,Jeddah,Toyota,Automatic,Other,Full,2017,3.5,117000,True,0
Previa,Makkah,Toyota,Automatic,Gulf Arabic,Semi Full,2012,2.4,190000,True,0
ES,Aseer,Lexus,Automatic,Other,Full,2016,1.5,100000,False,128000
FJ,Jeddah,Toyota,Automatic,Saudi,Full,2014,4.0,190000,False,85000
Taurus,Dammam,Ford,Automatic,Saudi,Standard,2017,3.5,131408,False,69000
Silverado,Dammam,Chevrolet,Automatic,Saudi,Standard,2010,5.3,143000,False,32000
Cressida,Al-Medina,Toyota,Manual,Gulf Arabic,Semi Full,1996,2.4,60000,True,0
Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2013,5.4,295000,True,0
Edge,Al-Ahsa,Ford,Automatic,Saudi,Semi Full,2013,3.5,106000,False,45000
Lancer,Jeddah,Mitsubishi,Automatic,Saudi,Standard,2016,1.6,18000,False,39000
Tahoe,Dammam,Chevrolet,Automatic,Other,Full,2015,5.7,168000,False,110000
Ciocca,Taef,Toyota,Automatic,Saudi,Semi Full,2011,5.7,240000,True,0
S,Qassim,Mercedes,Automatic,Saudi,Full,2018,3.5,53700,True,0
Range Rover,Dammam,Land Rover,Automatic,Saudi,Full,2013,5.6,223000,False,80000
Elantra,Dammam,Hyundai,Automatic,Saudi,Semi Full,2019,1.6,59700,False,54500
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2013,5.4,277000,True,0
Panamera,Jeddah,Porsche,Automatic,Saudi,Full,2011,3.6,169000,True,0
Tahoe,Riyadh,Chevrolet,Automatic,Unknown,Semi Full,2008,5.3,85000,True,0
Accent,Riyadh,Hyundai,Automatic,Other,Standard,2013,1.4,240,True,0
Land Cruiser 70,Taef,Toyota,Manual,Saudi,Full,1983,6.0,10000,True,0
A7,Dammam,Audi,Automatic,Saudi,Full,2016,3.0,130000,False,125000
Prado,Riyadh,Toyota,Automatic,Saudi,Semi Full,2017,4.0,138000,False,132000
KICKS,Riyadh,Nissan,Automatic,Saudi,Semi Full,2018,5.7,26000,True,0
Taurus,Dammam,Ford,Automatic,Other,Full,2015,3.1,96000,False,81000
Camry,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2016,2.4,62000,False,75000
Furniture,Riyadh,Toyota,Automatic,Saudi,Semi Full,2012,2.0,202245,False,41000
Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Standard,2017,5.3,136000,False,108000
GL,Makkah,Mercedes,Automatic,Saudi,Full,2013,5.0,147000,False,160000
Avalon,Riyadh,Toyota,Automatic,Saudi,Full,2011,3.5,359000,False,60000
Yukon,Riyadh,GMC,Automatic,Saudi,Full,2003,5.3,222000,False,27000
Rav4,Al-Ahsa,Toyota,Automatic,Other,Standard,2017,2.5,91000,True,0
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2015,5.7,153281,False,171500
Sportage,Riyadh,Kia,Automatic,Saudi,Full,2020,1.6,7688,False,67000
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2018,5.3,87656,False,146500
6,Jeddah,MG,Automatic,Saudi,Full,2019,2.0,107,False,50000
Accord,Riyadh,Honda,Automatic,Gulf Arabic,Semi Full,2016,2.4,75000,False,66000
Civic,Jeddah,Honda,Automatic,Saudi,Standard,2017,1.6,122,False,43000
X,Dammam,BMW,Automatic,Saudi,Full,2015,3.6,62300,False,140000
Range Rover,Makkah,Land Rover,Automatic,Saudi,Semi Full,2016,4.0,72000,False,280000
Pathfinder,Riyadh,Nissan,Automatic,Saudi,Full,2007,3.5,200000,True,0
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2013,4.0,200000,False,125000
Camry,Taef,Toyota,Automatic,Saudi,Semi Full,2017,2.5,148000,True,0
A5,Al-Medina,Audi,Automatic,Saudi,Full,2011,2.1,218000,False,40000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.0,66000,False,58000
Delta,Taef,Daihatsu,Manual,Saudi,Semi Full,2012,4.0,300000,True,0
Altima,Jeddah,Nissan,Automatic,Saudi,Semi Full,2018,2.5,77000,False,65000
GLE,Riyadh,Mercedes,Automatic,Saudi,Full,2018,3.0,40600,True,0
Other,Jazan,Other,Manual,Other,Standard,2011,2.4,100000,True,0
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2016,5.3,197000,False,92000
Avalon,Jeddah,Toyota,Automatic,Saudi,Full,2016,3.5,60000,True,0
Tahoe,Riyadh,Chevrolet,Automatic,Gulf Arabic,Full,2017,5.3,55000,False,168000
Explorer,Jeddah,Ford,Automatic,Other,Standard,2010,6.6,190000,False,20000
Land Cruiser,Makkah,Toyota,Manual,Saudi,Full,1999,4.7,238,False,40000
Elantra,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.6,91700,False,48000
Land Cruiser,Al-Ahsa,Toyota,Automatic,Other,Full,2015,4.6,139000,True,0
Senta fe,Riyadh,Hyundai,Automatic,Saudi,Full,2013,3.3,237000,False,43000
Carenz,Jeddah,Kia,Manual,Saudi,Standard,2008,2.0,350,False,12000
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2017,4.0,78000,False,182000
Silverado,Aseer,Chevrolet,Automatic,Saudi,Semi Full,2014,4.3,52000,True,0
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,2.4,84655,False,61500
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2012,6.0,260000,False,52000
Range Rover,Riyadh,Land Rover,Automatic,Gulf Arabic,Full,2021,5.0,5700,True,0
Sierra,Dammam,GMC,Automatic,Saudi,Semi Full,2020,5.3,60000,False,155000
Picanto,Dammam,Kia,Automatic,Other,Standard,2015,1.0,85000,False,18000
Suburban,Aseer,GMC,Automatic,Saudi,Semi Full,1990,3.5,140000,False,5000
Optima,Tabouk,Kia,Automatic,Unknown,Semi Full,2018,2.4,125000,False,55000
Camry,Jeddah,Toyota,Manual,Saudi,Standard,2010,2.0,550000,False,20000
Victoria,Dammam,Ford,Automatic,Saudi,Standard,2012,4.5,220000,False,35000
S300,Dammam,Chrysler,Automatic,Other,Full,2018,3.5,105000,False,112000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2016,1.5,97000,True,0
The 5,Riyadh,BMW,Automatic,Saudi,Full,2009,2.3,216500,False,24000
Camry,Arar,Toyota,Automatic,Saudi,Standard,2015,1.5,180,False,28000
ES,Jeddah,Lexus,Automatic,Gulf Arabic,Full,2016,3.5,86000,False,125000
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2017,1.6,98696,False,45000
Escalade,Najran,Cadillac,Automatic,Other,Full,2007,6.2,222000,True,0
3,Al-Medina,Mazda,Automatic,Gulf Arabic,Semi Full,2016,1.6,130000,False,48000
6,Al-Baha,Mazda,Automatic,Saudi,Semi Full,2009,3.7,299000,False,15000
Tucson,Riyadh,Hyundai,Automatic,Other,Full,2016,2.0,230,False,50000
C,Makkah,Mercedes,Automatic,Saudi,Full,2016,6.3,50000,True,0
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2014,5.4,200,True,0
3,Al-Medina,Mazda,Automatic,Saudi,Standard,2018,1.6,99000,False,45000
Expedition,Jubail,Ford,Automatic,Saudi,Full,2004,5.4,231091,True,0
ES,Riyadh,Lexus,Automatic,Saudi,Full,2015,3.5,85000,False,80000
Expedition,Riyadh,Ford,Manual,Saudi,Full,2013,5.4,225299,False,66587
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2016,1.4,151000,False,24000
Cadenza,Arar,Kia,Automatic,Saudi,Semi Full,2018,1.6,7500,True,0
Land Cruiser,Al-Medina,Toyota,Automatic,Gulf Arabic,Full,2021,4.6,9000,False,350000
Yaris,Dammam,Toyota,Automatic,Gulf Arabic,Standard,2015,1.5,94000,True,0
Marquis,Riyadh,Ford,Automatic,Saudi,Full,1998,4.6,492360,True,0
Superb,Riyadh,Škoda,Automatic,Other,Semi Full,2008,1.8,200000,False,15000
Land Cruiser,Riyadh,Toyota,Manual,Gulf Arabic,Full,2004,5.7,385000,True,0
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,168000,False,26000
Carenz,Riyadh,Kia,Automatic,Saudi,Standard,2015,2.0,147,False,32000
Patrol,Besha,Nissan,Automatic,Saudi,Standard,2019,4.0,54000,True,0
Hilux,Jeddah,Toyota,Manual,Gulf Arabic,Semi Full,2016,2.7,60000,False,75000
Traverse,Tabouk,Chevrolet,Automatic,Saudi,Semi Full,2016,3.6,56500,True,0
Corolla,Riyadh,Toyota,Automatic,Saudi,Semi Full,2020,1.6,11000,False,63000
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2018,1.6,72000,False,42000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Full,2018,2.0,116,False,42000
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2016,6.0,208647,False,74000
Expedition,Dammam,Ford,Automatic,Other,Full,2008,1.8,299000,False,22000
Land Cruiser,Dammam,Toyota,Automatic,Gulf Arabic,Full,2014,4.6,220000,False,135000
Land Cruiser,Aseer,Toyota,Automatic,Saudi,Full,2016,1.0,86428,True,0
6,Riyadh,Mazda,Automatic,Saudi,Standard,2020,2.5,78000,False,76000
Explorer,Dammam,Ford,Automatic,Other,Full,2016,3.6,131000,False,113000
Hilux,Dammam,Toyota,Manual,Unknown,Full,2016,2.7,342125,True,0
Caprice,Dammam,Chevrolet,Automatic,Other,Full,2004,6.0,400,True,0
H1,Dammam,Hyundai,Manual,Saudi,Standard,2017,2.4,100000,True,0
Hiace,Riyadh,Toyota,Manual,Saudi,Semi Full,2014,2.0,188000,False,44000
Cerato,Dammam,Kia,Automatic,Saudi,Standard,2014,1.6,160000,False,24000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,58000,False,39000
H1,Aseer,Hyundai,Automatic,Saudi,Semi Full,2018,2.4,49000,False,70000
S300,Jeddah,Chrysler,Automatic,Saudi,Full,2014,3.6,94000,True,0
CLS,Dammam,Mercedes,Automatic,Saudi,Full,2007,6.3,340000,False,21000
Elantra,Aseer,Hyundai,Automatic,Saudi,Full,2021,2.0,14000,True,0
Hiace,Riyadh,Toyota,Manual,Saudi,Standard,2010,2.7,573000,False,37000
Hilux,Riyadh,Toyota,Manual,Saudi,Standard,2018,2.7,126000,False,82000
Malibu,Al-Medina,Chevrolet,Automatic,Saudi,Semi Full,2010,2.5,135000,False,10000
Furniture,Jeddah,Toyota,Automatic,Saudi,Semi Full,2017,4.0,37800,False,106000
Ram,Dammam,Dodge,Manual,Saudi,Standard,2019,2.5,65000,False,50000
Hilux,Qassim,Toyota,Manual,Saudi,Semi Full,2009,2.7,35000,True,0
The 4,Riyadh,BMW,Automatic,Gulf Arabic,Full,2018,2.0,45000,True,0
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2017,5.3,148450,False,128500
Panamera,Al-Medina,Porsche,Automatic,Saudi,Full,2011,5.7,108000,False,99000
X,Dammam,BMW,Automatic,Gulf Arabic,Full,2020,3.0,2300,False,465000
Prado,Jeddah,Toyota,Automatic,Saudi,Semi Full,2015,2.7,97000,True,0
QX,Jeddah,INFINITI,Automatic,Saudi,Full,2014,3.7,32000,False,65000
Range Rover,Jeddah,Land Rover,Automatic,Saudi,Full,2011,5.0,196000,False,55000
Cerato,Riyadh,Kia,Automatic,Saudi,Standard,2019,1.6,47000,False,46000
Accent,Tabouk,Hyundai,Automatic,Saudi,Semi Full,2019,1.4,98000,False,36500
Expedition,Yanbu,Ford,Automatic,Saudi,Semi Full,2006,5.4,200000,False,12000
Land Cruiser,Dammam,Toyota,Automatic,Gulf Arabic,Full,2013,4.6,308000,False,120000
Flex,Riyadh,Ford,Automatic,Saudi,Standard,2015,3.5,93000,False,45000
Datsun,Jeddah,Nissan,Manual,Saudi,Full,2015,2.4,116,True,0
Yukon,Najran,GMC,Automatic,Gulf Arabic,Semi Full,2008,5.3,395000,True,0
Terrain,Riyadh,GMC,Automatic,Saudi,Semi Full,2015,2.4,125000,False,38000
Accent,Taef,Hyundai,Manual,Other,Standard,2014,1.4,252000,False,20000
6,Riyadh,Mazda,Automatic,Saudi,Standard,2016,2.5,140000,False,40000
CX9,Riyadh,Mazda,Automatic,Saudi,Full,2017,2.5,123000,True,0
Pajero,Qassim,Mitsubishi,Automatic,Other,Semi Full,2016,3.5,190,True,0
Cadenza,Riyadh,Kia,Automatic,Saudi,Semi Full,2018,3.5,172000,False,68000
Silverado,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2016,5.3,153000,True,0
Avalon,Riyadh,Toyota,Automatic,Saudi,Full,2013,3.5,136000,True,0
